0.52747,1.1933,-1.6364,0.73038,-0.30862,0.61704,0.20872,-0.27886,1.3419,0.94927,-0.78966,1.2901,1.771,-0.027561,-0.075449,-0.30375,-0.21919,-0.24553,-0.57413,0.0048544,0.17887,-0.81481,0.85978,-1.9445,0.77416,-1.0127,-1.2004,2.0001,-1.6848,0.96798,-0.88335,0.10848,0.82543,0.52299,0.44106,0.29179,-0.3936,-1.9539,0.79726,-0.55119,-1.5438,-0.22977,-1.1214,-0.35023,0.21945,-0.15152,-0.065615,-1.6149,-0.45221,0.19583
0.8542,1.6321,0.017344,0.49075,0.45666,0.6127,-0.61859,0.24519,-0.98843,0.71744,1.423,1.3412,0.22127,0.92393,-0.47324,-0.0086966,-0.87977,-1.7807,-0.19521,0.43692,0.92758,-0.5342,0.066869,1.5239,0.26565,-0.23855,-0.019362,2.2233,0.41315,0.27015,0.082538,-0.34028,-0.22929,0.67679,-0.20476,-0.61462,-2.1763,0.56542,-0.4425,-0.087409,-1.5518,-0.82709,0.24645,1.6199,-0.11488,1.1627,-0.25568,2.2461,0.78337,-0.15113
1.3418,-1.5322,0.82839,-0.58613,-0.2751,0.28938,0.51202,1.4725,1.8179,2.2878,0.0063317,-0.5808,2.7304,-0.32128,2.1842,0.50664,-0.3208,-2.3472,-0.050531,1.1301,-0.11018,0.24255,-1.6394,0.54581,-0.23511,-0.48401,0.34037,-0.49218,0.50175,-0.63441,-0.60387,-0.92585,0.26225,0.6744,-0.97781,-0.013643,-1.1957,0.077794,-0.62909,-0.34782,0.86708,-0.83198,1.561,-0.050833,0.068602,-0.18194,0.40464,0.73928,1.2372,0.89278
-2.4995,-1.3369,0.21774,0.7449,0.44314,0.39532,0.011354,-2.2751,-0.37444,0.16673,0.68648,0.87514,-0.29617,0.66112,0.80988,1.2033,-0.78442,-1.7136,-1.7558,0.15377,1.5724,-0.10065,-2.4247,2.0099,1.8773,-0.32734,-0.96323,-0.046003,0.083064,0.62976,-0.36873,0.0053217,-0.89798,0.6784,-1.5729,0.41211,0.36533,0.080701,1.5338,0.99396,-0.14537,0.4979,-1.1966,-0.8127,0.75149,-0.23395,0.35176,-2.0676,1.0772,-0.36419
-0.16756,-1.4738,-1.9092,-0.82815,-0.13477,-0.87056,-0.043989,-1.6333,-1.4517,-2.1565,-0.85493,1.3954,0.5643,1.9153,0.71634,0.52202,-0.36496,-0.23713,-0.25736,-0.75863,0.56049,-1.625,-0.28383,1.4167,0.60924,0.47552,1.1139,-0.46575,0.1578,-0.079234,-0.83817,1.1391,-2.1573,-0.31258,-0.37026,-0.93715,2.4124,0.79471,2.7335,0.42844,-0.38624,2.3156,-0.24235,-0.43842,-0.68943,-1.0467,0.80751,-1.1546,-0.034841,-0.82619
0.35302,-0.041663,-0.53682,0.57452,-0.018328,-0.49769,2.9491,0.41547,-0.61868,1.6894,-1.0752,0.32099,1.5826,0.15676,-1.0056,0.39705,0.11727,-0.61963,0.74954,-0.18016,-0.42034,-1.5144,1.1458,0.011481,-0.11027,-0.13,-1.5861,0.075947,-0.52794,1.3769,-0.28248,0.42736,0.093917,0.37924,-0.22115,0.83516,0.74025,1.0437,0.16744,-1.0042,1.3162,-0.79383,1.0048,0.85861,0.45081,1.5833,-0.25559,-0.10719,-0.50399,0.27601
0.71725,-0.61551,-0.30203,0.28184,0.46079,-0.10667,-0.63005,-0.65477,0.9345,1.2823,-0.090967,1.6234,2.7292,-0.30054,0.43399,-0.48281,0.17434,-0.72016,-0.57076,-0.20779,-0.15395,1.0262,0.18117,-0.93905,0.27746,-0.59435,-0.39179,-0.91877,0.72306,-1.4082,3.5699,0.18103,-0.95118,-2.2529,-0.53521,1.0945,0.30975,0.80218,-0.47887,-0.63269,-0.79646,0.54096,-1.9201,0.19522,-1.565,-0.24941,0.71511,-1.7129,-1.224,0.4598
-1.3049,1.3142,1.8136,1.1393,1.3623,-0.68783,-0.046879,-0.29635,1.0559,-0.58263,-0.25277,1.0624,0.30356,-0.50003,0.52014,-0.2315,-0.21566,0.040657,0.49423,0.89675,-0.2752,-0.75813,0.05425,-1.7389,0.087046,-0.44377,-1.4847,-1.9195,-0.84994,0.14123,3.4075,0.65748,1.1726,-1.1684,-0.26197,0.32118,-0.54199,-0.46882,-1.4127,-1.0457,0.13544,-0.55906,0.62545,0.88886,-0.078796,1.294,1.0486,-0.45989,0.11851,-0.21751
-1.0059,-1.4551,0.91485,-0.42587,0.45187,0.33188,2.683,-1.4969,0.16023,0.22261,1.1948,0.21411,-0.79026,0.71647,-1.0922,0.61339,-0.15261,-0.65898,0.99144,0.41231,0.24112,2.0783,0.68775,0.016971,0.17359,-1.3225,-0.34463,-0.036443,-0.79638,1.2897,1.1469,0.58425,1.7351,1.202,-1.0954,0.015113,0.12228,-0.046592,0.97499,0.50571,0.41781,1.9766,0.75296,0.069222,-0.94179,0.36198,0.17755,1.091,0.95947,0.79612
0.79068,-1.7423,-0.057081,0.63614,1.6484,2.3652,-1.1467,-0.90483,0.2874,0.77945,0.60606,0.8768,0.80338,1.3373,-0.22579,1.6829,0.033688,-0.63052,1.0771,0.54752,0.75469,-2.222,-1.3934,0.21916,0.45359,-0.85952,-1.3239,-1.2251,0.72534,-0.49494,0.78726,-1.6165,-0.3717,-0.66074,0.54923,-1.1645,0.96228,0.35345,0.28972,0.33195,0.81988,0.54466,0.21348,2.4868,-0.65286,-0.26305,0.1533,-0.16388,-0.34093,-1.518
-0.11657,0.2053,1.3094,0.79318,-2.0284,-0.48223,0.553,-0.40418,0.63291,0.38471,0.54051,0.19441,-1.3199,2.1257,-0.40492,0.56839,0.45828,0.60963,0.77684,0.14784,-0.29191,0.44876,1.4254,1.0458,-0.60352,-1.413,-0.57483,-1.9024,1.6865,-0.62482,-1.2781,0.018774,1.1929,0.32756,-2.1746,0.49484,-0.25397,-1.2568,1.1654,-1.6354,-0.85435,-0.13791,-0.77023,-1.6656,0.28253,1.0821,-1.2543,-0.06724,-0.17332,-1.0749
0.55309,1.1929,-1.0447,-0.89838,-0.44926,0.64745,-1.0765,-0.7258,-1.459,0.69637,-1.4449,-0.41489,-0.27385,0.054046,0.52786,-1.206,1.2816,0.78233,-2.2598,-0.36227,0.45845,0.00062612,-0.89385,-0.95098,-0.79702,-0.51599,-0.74071,2.3742,-0.38639,-0.93363,-0.58459,-0.42596,0.95365,1.5081,0.14461,-1.2158,1.8918,-1.036,-0.90871,-1.9068,0.35732,0.61988,-0.0071347,-0.41593,-1.1251,0.98243,-1.1728,-1.0016,0.6163,-3.0722
-0.96064,-0.80282,-0.34827,0.15624,0.23599,-1.0344,1.0306,-0.86649,-0.58171,-0.11272,-0.96769,0.35846,0.27187,0.16304,-1.007,0.43306,0.62009,2.4366,-0.56438,0.061141,1.7553,-0.75624,0.037765,0.7948,0.36065,-1.0851,-1.185,-0.23335,-0.50508,-0.27872,-0.61941,-2.034,-1.415,-0.88891,0.66903,1.5908,-1.2203,-0.42696,0.24058,-0.040399,2.7485,-0.0055828,0.093187,-0.084225,-0.98897,-0.11144,-1.4614,-0.55566,0.86392,0.52141
-1.6338,-1.2656,1.4126,1.5973,-0.83517,1.3396,0.32753,-0.42185,-1.8301,-0.038824,0.20205,0.036223,1.4896,-0.63271,1.089,-0.092121,-0.28667,0.30241,0.90149,0.21671,0.93149,0.40432,-0.36357,0.07143,1.8851,-0.70716,-2.0649,0.40388,0.40807,-0.20052,0.5353,-1.3286,-0.033356,-0.95928,-0.84883,0.52648,-0.37624,0.077669,-0.65405,0.69719,-1.513,1.1072,0.93525,0.089252,-1.5159,1.296,-1.2443,-1.3516,-1.4169,-0.99102
