-1.4623,-0.78945,-0.97651,1.235,1.0271,4.4917,4.498,4.733,4.5337,4.9244
-1.3745,0.47739,-0.32385,0.013138,-1.3948,4.1894,4.0521,4.9985,4.3061,4.6304
0.45284,-0.71607,0.5309,0.13531,-0.033915,4.8952,4.5747,4.9821,4.7577,4.0162
-1.6224,0.52299,1.3126,1.1938,0.47815,4.1641,4.7881,4.0595,4.6581,4.2348
1.6002,-0.51717,-0.55464,-0.48163,-1.3199,4.7043,4.8712,4.6055,4.6374,4.9918
2.0222,-0.45079,0.49102,-0.62203,-1.878,4.8391,4.8473,4.2632,4.7181,4.778
0.12111,0.77475,2.2828,-0.34242,-1.7261,4.7747,4.6452,4.7729,4.2001,4.0035
-0.34031,-1.0183,0.78782,-0.21939,-0.86285,4.3762,4.0837,4.8271,4.678,4.5025
0.28612,-1.4213,-0.0071039,0.45705,1.1256,4.1855,4.0064,4.6223,4.5243,4.4536
-1.2332,-1.1687,-0.19843,-0.81639,0.60248,4.411,4.7888,4.3399,4.2464,4.7797
0.24585,-1.0054,-0.4975,0.89496,-2.4195,4.3122,4.8485,4.3029,4.0138,4.4731
1.2417,0.61031,0.048708,-0.81008,0.059566,4.48,4.856,4.5078,4.6423,4.6457
-0.045504,2.1433,0.42561,0.33292,0.89891,4.4758,4.7185,4.4873,4.6549,4.8658
0.66082,-1.0071,0.72042,1.6046,-0.42756,4.5376,4.1754,4.0543,4.199,4.0236
0.93368,1.5094,0.77819,-0.69388,-1.9556,4.2471,4.4884,4.3966,4.2562,4.5756
0.86561,-0.1296,0.91049,0.49654,0.94546,4.0127,4.37,4.8963,4.6267,4.1243
-1.7472,-0.87157,-1.0859,0.52108,1.1092,4.7683,4.7994,4.9438,4.7419,4.9467
-0.94779,-0.75227,0.020148,0.33068,0.15694,4.6473,4.2207,4.3965,4.9166,4.0151
0.20886,-0.2188,1.0002,-1.0475,1.4524,4.0216,4.4809,4.5291,4.1901,4.0272
-0.54055,-0.001194,0.32681,1.327,0.30624,4.1405,4.0716,4.4864,4.5703,4.1084
0.68947,0.71361,-1.1692,-1.5905,0.18141,4.7934,4.6485,4.8453,4.9898,4.2554
-1.2072,0.70787,1.2362,0.92106,1.0687,4.0879,4.9198,4.3028,4.1657,4.1677
-0.92363,-0.34061,0.85017,-0.71587,0.41079,4.1586,4.3146,4.8601,4.6206,4.1424
-0.83573,-0.66703,0.20896,-0.23436,-0.2,4.4576,4.6074,4.1394,4.1426,4.5637
0.6115,1.2693,-0.63597,-0.11219,0.97539,4.8059,4.6976,4.2592,4.5541,4.6926
-0.25568,-0.4258,0.88873,-1.734,1.3907,4.9392,4.7736,4.8463,4.1853,4.0237
0.25675,1.8261,-0.89878,-2.5763,1.2648,4.9966,4.9946,4.6526,4.439,4.8
-1.1945,0.20727,-1.9997,1.5591,0.72765,4.6424,4.3157,4.7064,4.8675,4.2149
0.41397,1.4481,-0.67264,0.59505,1.0665,4.3551,4.5718,4.4188,4.2677,4.7411
0.54788,0.036306,1.5764,0.051466,0.66287,4.897,4.9944,4.4258,4.1871,4.4898
-0.68133,1.9326,-0.77972,0.75249,0.66995,4.1198,4.9515,4.3615,4.9487,4.3098
