-0.047468,0.16164,-0.29199,0.47573,0.72973,-1.3814,1.0759,0.24062,0.18343,-1.4358,-1.1114,-0.94146,1.4213,0.19006,1.7044,-1.7729,-0.35313,0.77145,0.98423,1.6145,0.77841,-0.59347,-2.1154,-2.073,-0.011766,0.1271,0.36184,1.382,0.8706,-0.11488,0.40371,-1.293,0.41126,-0.75346,0.055986,-0.89014,-0.83009,3.2662,1.2559,-0.011699,1.2654,0.65923,-0.10792,-0.34621,-0.87835,-0.63425,2.5318,0.29749,-0.58771,0.60345,1.676,-1.6861,0.24526,-0.44166,-0.091063,-0.61994,0.75159,-0.024007,-1.1986,1.1462,0.92393,-0.3174,-1.0096,-0.43169,-1.7654,-1.4616,-0.85661,0.97424,0.3501,0.93776,-1.6148,-0.018918,1.0094,-0.42732,0.12185,0.82935,-1.6033,-0.60232,-1.308,0.94809,1.1107,-1.8785,0.66116,-1.3799,0.6885,0.99858,0.7932,0.97806,-0.52419,-0.42032,-1.3243,0.67867,0.25879,-1.1124,-0.2065,0.23324,1.0115,-0.11841,-0.38525,0.43342
-0.46247,1.9779,-0.3868,0.36853,-0.94013,1.1283,-1.2974,-0.094646,-0.25973,-0.97772,0.46818,0.76087,1.4076,-0.1734,0.023634,-0.072492,1.6931,-0.82034,0.99311,0.50127,-0.24646,0.24892,0.68173,1.244,-1.9995,2.113,0.85371,-0.86066,0.33076,0.3589,0.75616,-0.0087181,0.070498,-1.3385,-2.1,0.91075,-0.12178,0.031701,0.15584,0.62691,-0.24146,-1.2804,-0.57716,-1.159,-0.76195,1.6245,-1.2232,-0.14331,0.25904,-0.79289,-0.3251,-0.086922,0.14579,1.7013,-0.02468,-1.0246,-0.86373,-0.80051,0.61877,-0.93384,2.2231,-0.59968,0.85671,0.77933,-0.96357,1.8664,-0.38871,-2.1189,-0.29131,-0.16016,1.8401,0.16325,0.99087,0.30906,-1.238,0.15563,-2.3621,0.8699,0.64638,-1.9737,-2.1079,-0.42401,-1.7296,1.2331,1.5857,-0.75733,0.42627,-1.7913,1.9113,1.6394,1.5003,0.49432,0.60366,-0.72204,2.1394,2.1013,-0.25067,0.24206,0.68084,-0.88752
-0.57665,0.79527,-0.55399,2.192,-0.25929,2.4654,-0.12177,0.79323,-1.3548,0.60589,0.32261,0.23792,-1.029,-0.014029,0.29004,-1.7211,0.71105,0.017888,0.66821,-0.32384,-0.90353,-1.1298,0.0087093,-0.31524,-0.88802,0.54128,-0.80977,0.20689,-1.3479,-0.012137,2.1844,0.23335,-1.933,0.65223,1.2353,-0.012265,-0.64259,0.34127,0.054933,0.0014992,-1.729,0.050124,0.52563,0.33583,0.86278,1.2411,-1.0718,1.392,-0.87183,0.93082,0.10115,0.30739,-1.1181,-0.030569,0.19994,0.505,-1.0709,-0.51219,-0.83241,1.1198,-1.3019,1.3532,0.32529,0.81632,-0.64563,-2.1491,1.0285,-0.046465,0.18608,-0.11384,-0.81893,-0.72115,0.033691,2.4516,0.24413,0.083714,-0.7017,-0.57081,-1.3892,-0.39188,-0.54984,0.77724,-2.1381,1.7421,1.2502,0.59615,-0.2099,-0.13019,-0.071106,0.26347,-2.2029,-0.58847,2.221,-1.7522,-0.64881,-0.87667,0.55424,-0.37608,0.83265,0.12123
-0.84597,1.0374,-0.94373,1.5357,-1.2135,-1.5579,0.74077,0.95944,-1.1574,-0.11365,0.10002,-0.20837,0.20651,-0.61274,-1.4199,0.70188,-0.63276,0.65454,-0.064998,0.55422,-0.4959,0.066095,0.33427,1.3993,-0.4199,-0.65509,-1.4671,-0.2075,1.5479,-0.57036,-0.093783,-0.4242,0.81872,1.4472,0.0026715,0.072814,-0.07895,-0.083531,1.3986,-0.81633,-0.48824,0.5484,1.152,0.33224,0.64831,0.55528,0.24606,0.30675,-0.78792,-1.3504,-0.57669,0.33755,-0.59694,0.20392,-1.0383,0.040473,-0.35524,-1.4867,-0.97049,-0.92423,-0.90899,-0.19767,1.2524,1.1483,0.45253,-1.6352,-0.23972,-0.96678,0.5766,1.9371,0.99214,0.4106,-0.45027,-1.4626,1.3983,0.37462,1.6519,1.3047,-1.3407,-0.67671,0.094261,-0.71393,-0.060048,-2.0015,-0.1156,2.1232,-1.5882,-1.1752,0.56184,-1.4635,0.32251,-0.023925,-1.6541,0.0036123,0.42359,1.9488,0.75888,0.28044,0.5346,-0.4019
-1.8172,2.3603,-0.059848,0.90726,1.6245,-2.0666,-0.84072,1.0871,-0.76199,0.76456,0.30143,0.024739,1.3411,2.0718,0.47527,-1.0055,0.39273,1.2577,-0.6201,0.64244,0.37449,-0.63792,-0.54741,-0.87988,0.69458,-0.86953,-0.1039,0.34026,-0.61664,0.93403,-0.29421,-1.4694,1.2618,-1.2901,-0.45954,0.93942,1.2281,0.61642,-1.7756,0.11515,1.0604,1.7784,0.85838,1.4112,1.0581,0.70342,-0.050611,-0.53718,-0.34434,0.79979,-0.061528,1.067,-0.67949,-1.0478,0.52937,-0.25473,0.95588,-0.51864,-0.45351,0.009907,-0.0775,-0.578,0.22016,-1.085,0.6145,1.224,-0.45162,-0.47125,0.33966,-0.1708,0.53382,-1.2126,-0.11066,-0.63554,-0.095473,2.6532,0.23507,-0.042644,1.1289,-0.016021,-0.03822,1.5846,1.3857,0.8355,-1.3318,1.3117,-1.1164,0.089962,0.57407,-0.77617,0.421,2.1913,0.68041,0.99514,0.11787,-0.46527,0.13384,-1.7745,0.76802,1.0967
-0.52173,1.1754,-0.57468,0.40226,0.37351,-0.072599,-0.34947,0.64717,-0.2503,0.6699,0.023824,-0.028091,1.3327,0.63702,-1.4473,-1.1064,-0.87796,-0.92708,0.2241,0.18263,-2.3705,-0.81931,-1.651,-0.92247,-0.16275,-0.2389,-0.82291,-0.49811,-0.69857,-1.1383,-0.50481,1.2064,1.1673,-2.2082,-2.1032,0.67524,-0.53137,-0.525,0.32965,0.20707,-0.53815,0.64109,0.94558,0.13686,-0.63319,0.45816,-0.73015,-0.22893,0.64762,0.59964,0.72559,0.33294,0.95505,-0.73537,-2.2171,-0.54774,0.15928,-0.69323,-1.3027,0.28937,0.00051045,-0.75597,0.8152,-0.13612,-0.7853,0.32517,-0.97927,1.7352,-0.67283,0.30117,-1.5267,-0.57374,1.2379,-0.38547,0.38762,0.33271,-0.15175,0.89553,0.0016961,0.51517,1.8829,-0.88831,1.2178,-0.34282,-2.3428,-0.69994,0.61686,-0.42217,0.37173,0.92949,-0.8207,-1.4006,0.13583,-0.47897,-1.0808,-0.65192,-0.27256,0.45858,1.7549,0.43667
0.16144,0.39774,1.4419,-0.53838,-0.25089,0.75911,0.029632,0.63255,-1.6488,0.37578,-0.022055,0.14036,-1.2849,0.074894,-0.98828,1.7906,0.14895,-0.16988,-0.46614,-2.0275,0.61506,0.96795,0.89279,2.3144,0.10158,-1.576,0.42498,-1.4214,-1.4236,1.9572,-1.927,0.19734,-0.57033,1.4361,0.37392,0.78597,-0.2861,1.0077,-1.0579,-0.44456,1.7773,0.9467,1.5061,0.57763,1.018,0.68398,0.32699,-0.53622,2.0541,1.1004,-1.2273,-0.073484,-0.1308,-1.3566,0.10742,1.6766,0.24494,0.57765,0.015975,0.87,0.10686,0.1212,1.1394,0.65509,0.82818,-0.42891,-1.1334,-0.77753,-0.53701,0.32599,2.0229,0.10539,-1.1979,-0.94228,-0.96631,0.14077,-0.15589,2.2849,0.37968,0.44483,0.055461,2.1408,-1.4951,-0.47796,-0.92656,-1.0196,0.54346,-1.6509,0.19169,1.793,-0.96646,0.4801,-0.037987,-0.5191,0.87553,0.60963,-0.54263,0.46182,-1.7043,-0.407
-1.0618,1.9512,0.23553,-0.11522,-0.92546,-0.081664,1.9524,1.9033,-0.18199,0.76665,-0.0087579,0.23759,1.6184,1.1233,0.94938,2.1624,1.5319,-0.47167,-0.33209,1.0231,0.27946,0.030349,-0.50706,0.58801,-0.017858,1.8258,-1.8547,-0.27077,-0.10963,-1.7632,0.52138,-0.70688,-0.3939,-0.061672,0.24518,-2.1327,-0.22761,1.8291,-0.64337,-1.1205,-0.77952,-0.35425,0.29534,0.24309,0.17193,0.25129,0.75299,1.439,0.79894,-1.4197,0.19093,1.0478,0.6494,0.72859,0.43891,1.173,1.1247,1.455,1.1107,-0.39726,-0.31246,-1.4958,-0.41171,-1.2935,0.66742,0.011596,0.022121,-1.6838,-1.0402,0.92484,0.5523,-0.6051,-0.56439,-0.67377,1.5092,1.5778,1.0382,0.066827,-0.90133,1.1409,-0.61389,-0.69218,0.037283,-0.8891,1.1296,0.053115,-1.4679,0.61797,1.2441,-1.1832,0.60935,0.20755,-0.69314,-0.29466,-2.2263,0.70912,-1.1631,-0.0011875,0.46951,-0.63869
0.45049,-0.90466,1.0214,1.822,0.09866,-0.15847,0.45902,-1.16,0.61569,1.5235,0.92946,-0.67155,0.66164,-0.033128,0.35122,-0.81928,0.53185,-0.11423,0.92481,-3.4915,0.81887,1.3511,-0.32979,-0.30977,-0.96033,0.20427,0.85858,0.43966,-0.10271,-0.32333,-2.0544,1.2164,-1.0174,1.1778,0.33858,0.21993,0.67452,0.085288,0.25844,0.43536,-0.75297,-0.57882,1.2041,1.4677,-0.047474,-0.1785,-1.1537,-0.5111,-1.0711,-0.20364,-0.73482,2.0589,0.59852,0.60719,-0.040993,-0.18906,0.23463,1.0355,-0.24937,0.53786,1.2196,-1.6462,-0.46107,1.9267,-0.1255,0.73132,1.0402,0.17703,0.99728,0.21529,1.8201,0.42179,1.0433,-1.9242,0.40383,0.089548,0.33048,1.4946,-0.19679,0.44768,0.58702,0.099297,0.80287,1.2634,-0.54913,-0.23702,0.11991,0.59616,-1.1642,-0.11118,-1.0362,0.32208,-0.12753,-0.16055,-1.9461,0.2798,-0.27352,-0.35294,-0.054304,-0.40488
-0.2728,-0.68215,-0.13983,-2.0215,1.6843,0.006498,-0.39931,-0.34731,-0.37667,0.57682,-0.090432,-1.045,0.22735,-0.097748,-0.87228,-0.03705,-0.75967,0.36949,1.447,0.10949,2.0475,-1.0864,0.16835,-1.033,1.1728,-1.1634,0.30639,-0.50614,-0.32272,0.87259,-0.26984,0.36717,0.25021,0.98551,-1.0781,0.96629,1.0368,-0.068325,0.89169,0.017089,-1.0331,0.056473,-0.011846,1.1306,1.6891,0.50773,-0.40787,-1.6068,-0.20516,0.017913,0.78838,0.026693,-0.1925,-0.82829,0.36431,0.086573,-1.1386,1.0468,0.4957,1.7697,-0.90956,0.1929,-1.329,0.23325,-0.95123,-0.86802,1.2315,-0.12448,-0.026054,0.36625,0.34264,-0.36281,0.846,-0.11242,-0.42214,-0.67298,0.47581,-1.0725,0.30694,0.31544,-1.2067,1.435,0.97385,0.3832,0.28373,-0.062736,0.52936,-0.61844,1.6353,-0.65677,-0.028238,-0.0058805,0.68036,1.0235,-1.3096,-1.4675,0.1595,-0.43299,-0.74887,2.3939
-0.10145,2.0183,-0.081551,-0.63698,0.27526,-1.0646,-0.22538,-1.6951,-0.69804,0.42597,-2.6411,0.96577,-0.22558,-0.55662,-0.39813,1.963,0.34798,-0.61862,0.59583,-1.5513,-0.32374,0.24027,2.5367,1.1034,-0.36527,0.12061,-1.1116,-0.18435,-0.83959,0.11792,-0.27503,-1.2675,0.25212,-1.2186,-0.73016,0.34999,-0.14946,-0.56347,-0.83662,-0.36299,1.1638,-0.89332,0.7895,0.010653,1.437,-0.3099,-1.2879,-0.20124,-0.55444,0.10035,-1.9654,-0.24052,-1.9808,2.8876,-0.7637,1.5126,0.84209,0.67621,0.16204,-1.9055,0.20398,-1.2898,-0.0875,-0.54502,0.89204,0.92816,0.56018,-0.41555,-0.657,0.32215,0.17956,-0.87412,-0.49554,-0.51851,-1.674,0.93189,-2.0905,1.8233,0.16746,0.94559,0.54533,1.2334,1.5607,-0.11887,0.21278,1.2711,-1.1752,0.52788,0.68633,1.8797,-2.8198,0.28139,0.42621,0.015895,1.3056,-0.69132,-0.18671,-1.7048,0.71676,-0.049623
