0.8884,-0.030051,-1.0891,-1.4023,-1.148
-1.1471,-0.16488,0.032557,-1.4224,0.10487
-1.0689,0.62771,0.55253,0.48819,0.72225
-0.8095,1.0933,1.1006,-0.17738,2.5855
-2.9443,1.1093,1.5442,-0.19605,-0.66689
1.4384,-0.86365,0.085931,1.4193,0.18733
0.32519,0.077359,-1.4916,0.29158,-0.082494
-0.75493,-1.2141,-0.7423,0.19781,-1.933
1.3703,-1.1135,-1.0616,1.5877,-0.43897
-1.7115,-0.0068493,2.3505,-0.80447,-1.7947
-0.10224,1.5326,-0.6156,0.69662,0.84038
-0.24145,-0.76967,0.74808,0.83509,-0.88803
0.31921,0.37138,-0.19242,-0.24372,0.10009
0.31286,-0.22558,0.88861,0.21567,-0.54453
-0.86488,1.1174,-0.76485,-1.1658,0.30352
2.199,12.724,4.1004,5.5602,4.9226
5.4699,6.4757,-0.0010338,3.9399,0.22864
6.2181,8.1369,7.3825,3.8957,1.4036
9.1357,0.82546,5.0505,1.6055,3.4704
3.4176,2.5942,3.1028,7.0561,6.3742
-2.4151,3.1826,4.0687,3.6003,0.0039867
1.4812,7.2953,3.214,1.8564,-2.9896
8.0638,3.1664,-1.2506,8.0542,-0.34729
0.78353,6.1046,3.143,3.3257,5.0005
6.8829,-2.1554,1.5059,2.2329,5.1741
4.3721,2.9385,1.0624,3.1187,5.355
8.3101,1.5292,0.5308,1.4562,3.6091
-1.8827,-0.73117,2.3993,0.63962,4.5511
3.4069,5.5239,-2.0079,11.578,2.5715
0.37646,4.846,6.8927,8.9665,6.5861
