2.7891,-0.07132,-0.28668,2.6052,-0.86582
0.72757,-0.9383,-0.19734,0.97237,0.18066
-0.77306,0.16136,0.40561,0.25698,1.2665
0.83663,-0.26818,-1.4193,-0.97424,-0.25117
-1.1283,-0.40987,-0.72945,-1.1464,-0.20457
-1.4245,-0.71132,1.1473,0.54764,-2.2015
0.71744,0.061445,0.59786,1.5651,-0.77451
-0.77791,-1.8461,-1.2813,-1.6933,-1.3933
0.31599,-0.39833,-2.2033,-0.4494,-0.38623
1.4065,-0.54355,-0.57125,-0.084292,0.52559
0.40112,-0.9119,0.214,-1.992,1.5233
0.92966,0.6527,0.94238,0.84125,1.7985
-1.6058,-0.73427,0.093725,-0.41466,-0.11688
0.66154,0.54063,-1.1223,1.9122,-0.3202
2.1385,0.97584,0.30616,-0.3909,0.81752
0.54114,-0.15687,-1.1723,0.40918,0.49016
-1.5409,0.2778,-0.96097,-1.1424,0.76525
-0.20314,0.63952,-0.65374,-0.62486,0.77828
-0.49997,-0.080978,-1.2294,-1.1687,-1.4803
0.38302,0.54087,-0.27097,0.39258,0.54036
0.41204,-1.2626,-0.89995,1.3018,-0.091539
0.40549,1.1104,-0.28569,-0.59364,-0.76025
-0.36378,-0.98956,-0.46242,0.43638,-0.6936
-0.59927,-1.8288,-0.40979,-0.50436,1.2815
-0.58959,1.3845,-0.50354,0.10211,-0.80974
0.85354,-0.062727,1.2333,1.1963,-1.2368
-1.853,0.44892,0.61031,0.12028,0.21469
-0.2073,-0.36326,0.059072,-1.0368,2.0108
0.27038,-1.0206,-1.4669,-0.8571,0.025554
-0.65277,-3.073,-1.6258,-0.16987,0.3083
0.47723,0.62628,-1.9648,-0.19167,-0.93825
